username,handle,tweet_text,time
Shariff R Thomas,@HRMThomasTHD,"As a working mom, you worry about how to safely transport your “Gold” to your baby, esp while traveling. Depot provides its associates with an amazing benefit that assists in overnighting your supply home! It’s a refrigerated parcel! I  Depot #HomeDepot #MomsOnAMission",2019-09-17T21:04:26.000Z
Devonna  ,@devso_save,Hooray!!!    20 Years Milestone!! Congratulations Michele from D93 on this amazing achievement. Thank you for your continuous dedication and hard work with #HomeDepot and for living Our Value Wheel  @Joanou_Robert @tamara_d284 @chiemikuuipo,2019-09-16T20:27:14.000Z
caram dababneh,@caramdababneh02,“Sometimes you have to think inside the box” @HomeDepot @FOX2News #NFID20 #HomeDepot #pleasesponcerme,2019-09-12T12:46:52.000Z
Butch Taylor,@butchthebarista,What an incredible time. 1 hour with this man was not only inspiring but truly life changing. Thank you @thegilesfiles for your selfless leadership! #hdu #homedepot,2019-09-10T16:06:14.000Z
More Giveaways from Gift Card Sweeps,@GiftCardSweeps,"J Johnston Won 1 of 4 Gift Cards that were awarded in August!ANOTHER $100 will be Given Away in September!J chose #HomeDepot, but he could have chosen ANY NATIONAL BRAND!To Enter Today Follow, RT & Tag A Friend To Win! Reply #Giveaway & The Store You Want!",2019-09-21T16:01:10.000Z
Sandra Guzman-Kelly,@SKelly_PASA_915,Superstore Success Sharing weekend begins... #superstore0️⃣9️⃣1️⃣5️⃣ #successsharing2019 #HomeDepot @mtarazona1392 @HazemElrashidi @EricMirenda,2019-09-21T09:46:24.000Z
Lupita Lizarde Lopez,@THDMariaLizarde,20 years ago I started my career with Home Depot. Store #0618 Torrance California it’s where it all started. I cannot express how grateful I am for this company and nonetheless less my Home Depot family. My heart is  orange. #OrangeBlooded #HomeDepot,2019-09-21T01:50:46.000Z
Keoki Souza,@keoki_souza,One of our Pro’s Levi showing us he isn’t just a pro contractor!  #proappreciation1705 #steelersneedaqb #donutinhand #homedepot #kauai @BelayAmare@Joanou_Robert @jtrievespro,2019-09-19T18:35:46.000Z
Shariff R Thomas,@HRMThomasTHD,"As a working mom, you worry about how to safely transport your “Gold” to your baby, esp while traveling. Depot provides its associates with an amazing benefit that assists in overnighting your supply home! It’s a refrigerated parcel! I  Depot #HomeDepot #MomsOnAMission",2019-09-17T21:04:26.000Z
Devonna  ,@devso_save,Hooray!!!    20 Years Milestone!! Congratulations Michele from D93 on this amazing achievement. Thank you for your continuous dedication and hard work with #HomeDepot and for living Our Value Wheel  @Joanou_Robert @tamara_d284 @chiemikuuipo,2019-09-16T20:27:14.000Z
caram dababneh,@caramdababneh02,“Sometimes you have to think inside the box” @HomeDepot @FOX2News #NFID20 #HomeDepot #pleasesponcerme,2019-09-12T12:46:52.000Z
Lupita Lizarde Lopez,@THDMariaLizarde,20 years ago I started my career with Home Depot. Store #0618 Torrance California it’s where it all started. I cannot express how grateful I am for this company and nonetheless less my Home Depot family. My heart is  orange. #OrangeBlooded #HomeDepot,2019-09-21T01:50:46.000Z
caram dababneh,@caramdababneh02,“Sometimes you have to think inside the box” @HomeDepot @FOX2News #NFID20 #HomeDepot #pleasesponcerme,2019-09-12T12:46:52.000Z
Butch Taylor,@butchthebarista,What an incredible time. 1 hour with this man was not only inspiring but truly life changing. Thank you @thegilesfiles for your selfless leadership! #hdu #homedepot,2019-09-10T16:06:14.000Z
Sandra Guzman-Kelly,@SKelly_PASA_915,Superstore Success Sharing weekend begins... #superstore0️⃣9️⃣1️⃣5️⃣ #successsharing2019 #HomeDepot @mtarazona1392 @HazemElrashidi @EricMirenda,2019-09-21T09:46:24.000Z
Butch Taylor,@butchthebarista,What an incredible time. 1 hour with this man was not only inspiring but truly life changing. Thank you @thegilesfiles for your selfless leadership! #hdu #homedepot,2019-09-10T16:06:14.000Z
Joshua Leonard,@ImJoshuaLeonard,"Although I’m not able to draw for a living, just yet, I still take pride in everything I do, because it will translate in everything I do. Always humble. Thank you for the kind gesture. (Drink on you guys?)  #homedepot @skip_webb @LarryJohnson_HD @Ben_Heinze @ShawnDDavis",2019-08-28T22:29:18.000Z
1251Peter Home Depot,@PeterSM1251,"Wow @Miss_Hardware , our D25 DH at the Mohegan Lake Home Depot 1251 & her Team accepted the Cardboard Challenge & did a great job with @Kris_DS1251 @wwb0788 @JamesMandato Purging overheads and filling the shelves.  Way to go team!  #cardboardchallenge #homedepot",2019-08-28T19:58:42.000Z
Lady De’Plorable,@LadyRedWave,Hmmm....see ya' China! #HomeDepot says suppliers are moving manufacturing out of #China to avoid tariffs,2019-08-26T14:13:07.000Z
"<div aria-label=""💄"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/1f484.svg"");'></div><img alt=""💄"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/1f484.svg""/></div>",@LVNancy,"God help us, today Liberals want you to #BoycottOliveGardenYou claim to be Anti-Fascist, yet you want to eliminate all opposing views, which makes you exactly what you hate #Fascist Good luck with your Boycotts, I'm heading over to #HomeDepot tomorrow then to #ChickfilA#KAG",2019-08-26T01:50:07.000Z
Charles Adler,@charlesadler,"#HomeDepot..partly blames the trade war for its lowered growth expectations. The tariffs, which the Financial Times accurately refers to as 'import taxes,' will cost 'average U.S. household around $1,000 a yr"" George Will on #Trump's Trade War casualties.",2019-08-25T04:10:13.000Z
Octavio Gutierrez,@o_gutierrez72,"Celebrating 1915 days safe with the Livermore MET team!  This is an amazing accomplishment, thank you to Kiu our MEAS for his leadership and the entire 6678 MET associates!! #PacNorthproud #Worksafe #Oneteam #Homedepot",2019-08-23T17:20:41.000Z
Lisa #BleedingHeartLiberal,@Itsagoodlife48G,#HomeDepot owners support Trump. #BoycottHomeDepot,2019-08-20T18:14:41.000Z
Flower Mound,@tHD_FlowerMound,CONGRATULATIONS Jeff!!! Way to go! Good luck with the next steps of your journey!!     @CarpenterTrina1 @Gladys_LS #badgerup #homedepot,2019-08-12T20:45:47.000Z
Joshua Leonard,@ImJoshuaLeonard,"Although I’m not able to draw for a living, just yet, I still take pride in everything I do, because it will translate in everything I do. Always humble. Thank you for the kind gesture. (Drink on you guys?)  #homedepot @skip_webb @LarryJohnson_HD @Ben_Heinze @ShawnDDavis",2019-08-28T22:29:18.000Z
1251Peter Home Depot,@PeterSM1251,"Wow @Miss_Hardware , our D25 DH at the Mohegan Lake Home Depot 1251 & her Team accepted the Cardboard Challenge & did a great job with @Kris_DS1251 @wwb0788 @JamesMandato Purging overheads and filling the shelves.  Way to go team!  #cardboardchallenge #homedepot",2019-08-28T19:58:42.000Z
Lady De’Plorable,@LadyRedWave,Hmmm....see ya' China! #HomeDepot says suppliers are moving manufacturing out of #China to avoid tariffs,2019-08-26T14:13:07.000Z
"<div aria-label=""💄"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/1f484.svg"");'></div><img alt=""💄"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/1f484.svg""/></div>",@LVNancy,"God help us, today Liberals want you to #BoycottOliveGardenYou claim to be Anti-Fascist, yet you want to eliminate all opposing views, which makes you exactly what you hate #Fascist Good luck with your Boycotts, I'm heading over to #HomeDepot tomorrow then to #ChickfilA#KAG",2019-08-26T01:50:07.000Z
Charles Adler,@charlesadler,"#HomeDepot..partly blames the trade war for its lowered growth expectations. The tariffs, which the Financial Times accurately refers to as 'import taxes,' will cost 'average U.S. household around $1,000 a yr"" George Will on #Trump's Trade War casualties.",2019-08-25T04:10:13.000Z
Octavio Gutierrez,@o_gutierrez72,"Celebrating 1915 days safe with the Livermore MET team!  This is an amazing accomplishment, thank you to Kiu our MEAS for his leadership and the entire 6678 MET associates!! #PacNorthproud #Worksafe #Oneteam #Homedepot",2019-08-23T17:20:41.000Z
Lisa #BleedingHeartLiberal,@Itsagoodlife48G,#HomeDepot owners support Trump. #BoycottHomeDepot,2019-08-20T18:14:41.000Z
Octavio Gutierrez,@o_gutierrez72,"Celebrating 1915 days safe with the Livermore MET team!  This is an amazing accomplishment, thank you to Kiu our MEAS for his leadership and the entire 6678 MET associates!! #PacNorthproud #Worksafe #Oneteam #Homedepot",2019-08-23T17:20:41.000Z
Flower Mound,@tHD_FlowerMound,CONGRATULATIONS Jeff!!! Way to go! Good luck with the next steps of your journey!!     @CarpenterTrina1 @Gladys_LS #badgerup #homedepot,2019-08-12T20:45:47.000Z
"<div aria-label=""🇺🇸"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/1f1fa-1f1f8.svg"");'></div><img alt=""🇺🇸"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/1f1fa-1f1f8.svg""/></div>",@CB618444,"ONLY IN LIBERAL INSANITY #AMERICA would a cow get it's throat slit in a #HomeDepot parking lot by Mu5lims in #CONNECTICUT & it's ok?The wrath toward America is at the boiling point. Our customs, our traditions, our HUMANITY.  We have 2 FIX this! OMG ",2019-07-22T15:35:08.000Z
Mike,@MikeFromTHD,Had to stop and recognize @9calinjuan for all his hard work he does throughout the store! He always has that YES attitude. Thank you for all you do. Continue being great. #ORANGEPROMISE #HOMEDEPOT,2019-07-20T19:00:19.000Z
Jacinda Wickman HD#6303,@JacindaWickman,Winning retail Hearts and Minds  Love Ann-Marie Campbell! Had the pleasure of meeting this Incredibly talented and inspiring leader! #HomeDepot#6303,2019-07-19T03:02:17.000Z
Alessandra ASDS8475,@AlessAranibar,"I’m so thankful to work for a great company like #homedepot and more thankful to work with my #8475 team and my district. You guys are an amazing support, my baby Amaya and I are very thankful for everything you have done for us. We love you!",2019-07-15T13:16:11.000Z
wendy tepp,@pinkk9lover,"The #NRA  & it’s charitable foundations have been subpoenaed in a witch hunt to find “nonprofit violations.”  How long b4 Bernie Marcus,the 90 yr old co-founder of #HomeDepot will be subpoenaed? He donated $7 mill toTrump camp. in 2016 & plans to donate again for #2020Elections",2019-07-14T01:16:24.000Z
.•♫•♬• l𝐚𝓾я𝕚𝒆 •♬•♫•.,@dizzymom64,He’s 90 years old and still got it!! Bernie Marcus drops hammer on upset liberals boycotting Home Depot over his Trump donations http://va.newsrepublic.net/s/Nkrkbw#SupportHomeDepot#HomeDepot,2019-07-13T21:09:41.000Z
"<div aria-label=""💄"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/1f484.svg"");'></div><img alt=""💄"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/1f484.svg""/></div>",@LVNancy,"Bernie Marcus drops the mic#HomeDepot employs 1/2 million people, its foundation supports a number of great causes, your bullying #HomeDepotBoycott isn't gonna work.Thank you Mr. Marcus!#KAG#Trump2020#DemocratsAreDestroyingAmerica#WalkAwayhttps://therightscoop.com/bernie-marcus-responds-to-anti-trump-boycott-of-home-depot-with-fire/…",2019-07-12T15:02:04.000Z
ValsaPatriot ,@ValsaPal,"Home Depot Co-Founder Bernie Marcus told his hometown digital paper that he plans to support Trump’s re-election bid. He deserves kudos for a strong jobs market, pushing back on China on trade & taking action against Iran! #Trump2020 #MAGA #HomeDepot",2019-07-11T05:32:35.000Z
"<div aria-label=""🇺🇸"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/1f1fa-1f1f8.svg"");'></div><img alt=""🇺🇸"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/1f1fa-1f1f8.svg""/></div>",@CB618444,"ONLY IN LIBERAL INSANITY #AMERICA would a cow get it's throat slit in a #HomeDepot parking lot by Mu5lims in #CONNECTICUT & it's ok?The wrath toward America is at the boiling point. Our customs, our traditions, our HUMANITY.  We have 2 FIX this! OMG ",2019-07-22T15:35:08.000Z
Mike,@MikeFromTHD,Had to stop and recognize @9calinjuan for all his hard work he does throughout the store! He always has that YES attitude. Thank you for all you do. Continue being great. #ORANGEPROMISE #HOMEDEPOT,2019-07-20T19:00:19.000Z
Jacinda Wickman HD#6303,@JacindaWickman,Winning retail Hearts and Minds  Love Ann-Marie Campbell! Had the pleasure of meeting this Incredibly talented and inspiring leader! #HomeDepot#6303,2019-07-19T03:02:17.000Z
Alessandra ASDS8475,@AlessAranibar,"I’m so thankful to work for a great company like #homedepot and more thankful to work with my #8475 team and my district. You guys are an amazing support, my baby Amaya and I are very thankful for everything you have done for us. We love you!",2019-07-15T13:16:11.000Z
Jacinda Wickman HD#6303,@JacindaWickman,Winning retail Hearts and Minds  Love Ann-Marie Campbell! Had the pleasure of meeting this Incredibly talented and inspiring leader! #HomeDepot#6303,2019-07-19T03:02:17.000Z
wendy tepp,@pinkk9lover,"The #NRA  & it’s charitable foundations have been subpoenaed in a witch hunt to find “nonprofit violations.”  How long b4 Bernie Marcus,the 90 yr old co-founder of #HomeDepot will be subpoenaed? He donated $7 mill toTrump camp. in 2016 & plans to donate again for #2020Elections",2019-07-14T01:16:24.000Z
.•♫•♬• l𝐚𝓾я𝕚𝒆 •♬•♫•.,@dizzymom64,He’s 90 years old and still got it!! Bernie Marcus drops hammer on upset liberals boycotting Home Depot over his Trump donations http://va.newsrepublic.net/s/Nkrkbw#SupportHomeDepot#HomeDepot,2019-07-13T21:09:41.000Z
ValsaPatriot ,@ValsaPal,"Home Depot Co-Founder Bernie Marcus told his hometown digital paper that he plans to support Trump’s re-election bid. He deserves kudos for a strong jobs market, pushing back on China on trade & taking action against Iran! #Trump2020 #MAGA #HomeDepot",2019-07-11T05:32:35.000Z
Mike,@MikeFromTHD,Had to stop and recognize @9calinjuan for all his hard work he does throughout the store! He always has that YES attitude. Thank you for all you do. Continue being great. #ORANGEPROMISE #HOMEDEPOT,2019-07-20T19:00:19.000Z
"<div aria-label=""💄"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/1f484.svg"");'></div><img alt=""💄"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/1f484.svg""/></div>",@LVNancy,"Bernie Marcus drops the mic#HomeDepot employs 1/2 million people, its foundation supports a number of great causes, your bullying #HomeDepotBoycott isn't gonna work.Thank you Mr. Marcus!#KAG#Trump2020#DemocratsAreDestroyingAmerica#WalkAwayhttps://therightscoop.com/bernie-marcus-responds-to-anti-trump-boycott-of-home-depot-with-fire/…",2019-07-12T15:02:04.000Z
Terri Land,@land_terri,SUPPORT #HomeDepot  !#Patriot#MAGA#AmericaFirst#KAG,2019-07-10T01:33:21.000Z
"<div aria-label=""👠"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/1f460.svg"");'></div><img alt=""👠"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/1f460.svg""/></div>",@Lmchristi1,I am all in with @HomeDepot Seems they SUSPENDED @HomeDepotUS I’M FEELING A SHOPPING SPREE COMING ON AT #HomeDepot  Let’s all do some credit card damage! #SupportHomeDepot #StandWithHomeDepot #Trump2020 ,2019-07-09T20:30:47.000Z
Dean C PhD ,@deanbc1,"Making a run to Home Depot.  If Lowe's wants to support American Capitalism and DJT, I'll split my business.  For now I'm 100% #HomeDepot.RT if you will help thwart the Liberal #HomeDepotBoycott",2019-07-09T20:23:16.000Z
Allen West,@AllenWest,"I joined the Brian @kilmeade Show, with guest host Joe Kelley, to discuss the #Nike controversy around the #BetsyRoss flag, the #census 2020 debate, the #HomeDepot dust-up, the announcement . . . and more! #TuesdayThoughts #TuesdayMotivation #tcot",2019-07-09T19:45:36.000Z
Deplorable Jenna,@Jenna_Blue4,"Remodeling several rooms in my home.. was planning w/ Lowes, but now, #HomeDepot, here I come!!!! #MAGA #KAG #Trump2020",2019-07-09T17:52:01.000Z
Rick & Glenna,@GlennaRick,I believe I’ll order something from #HomeDepot today. .@HomeDepot,2019-07-09T15:13:13.000Z
Justin Kase,@JKaseOR,I will always shop at #HomeDepot.  No do not care about the #BoycottCryBabies.  #LiberalismIsAMentalDisorder,2019-07-09T14:53:53.000Z
Herschel Walker,@HerschelWalker,"Seeing @ajc @FoxNews @CNN Bernie marcus support @realDonaldTrump @donaldjtrumpjr  and we should Boycott #HomeDepot? He's doing a ton for America. @homedepot is a great company. Why punish, disrespect, hurt and break a law because of different beliefs? We already fought this war",2019-07-09T14:13:44.000Z
Terri Land,@land_terri,SUPPORT #HomeDepot  !#Patriot#MAGA#AmericaFirst#KAG,2019-07-10T01:33:21.000Z
"<div aria-label=""👠"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/1f460.svg"");'></div><img alt=""👠"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/1f460.svg""/></div>",@Lmchristi1,I am all in with @HomeDepot Seems they SUSPENDED @HomeDepotUS I’M FEELING A SHOPPING SPREE COMING ON AT #HomeDepot  Let’s all do some credit card damage! #SupportHomeDepot #StandWithHomeDepot #Trump2020 ,2019-07-09T20:30:47.000Z
Dean C PhD ,@deanbc1,"Making a run to Home Depot.  If Lowe's wants to support American Capitalism and DJT, I'll split my business.  For now I'm 100% #HomeDepot.RT if you will help thwart the Liberal #HomeDepotBoycott",2019-07-09T20:23:16.000Z
Allen West,@AllenWest,"I joined the Brian @kilmeade Show, with guest host Joe Kelley, to discuss the #Nike controversy around the #BetsyRoss flag, the #census 2020 debate, the #HomeDepot dust-up, the announcement . . . and more! #TuesdayThoughts #TuesdayMotivation #tcot",2019-07-09T19:45:36.000Z
Deplorable Jenna,@Jenna_Blue4,"Remodeling several rooms in my home.. was planning w/ Lowes, but now, #HomeDepot, here I come!!!! #MAGA #KAG #Trump2020",2019-07-09T17:52:01.000Z
Rick & Glenna,@GlennaRick,I believe I’ll order something from #HomeDepot today. .@HomeDepot,2019-07-09T15:13:13.000Z
Justin Kase,@JKaseOR,I will always shop at #HomeDepot.  No do not care about the #BoycottCryBabies.  #LiberalismIsAMentalDisorder,2019-07-09T14:53:53.000Z
Herschel Walker,@HerschelWalker,"Seeing @ajc @FoxNews @CNN Bernie marcus support @realDonaldTrump @donaldjtrumpjr  and we should Boycott #HomeDepot? He's doing a ton for America. @homedepot is a great company. Why punish, disrespect, hurt and break a law because of different beliefs? We already fought this war",2019-07-09T14:13:44.000Z
Jack Furnari,@JackBPR,"Dear Fascist, the people who shop at #HomeDepot are the people who elected Trump. Just like Chick-fil-A, Home Depot's sales will probably rise.  ",2019-07-08T23:09:54.000Z
John Burnett,@IamJohnBurnett,"FLASHBACK: #HomeDepot giving $1,000 bonuses to U.S. workers after #Trump tax cut. But #Liberals calling for a #HomeDepotBoycott that may hurt sales and lead to layoffs. #Progressives Economics at Work https://usat.ly/2FdFcOs via @usatoday",2019-07-08T22:50:27.000Z
COhummingbird,@COHummingbird,Remind me to never step foot into a #HomeDepot again. #BoycottHomeDepot #Trending,2019-07-08T20:43:34.000Z
Autrice4Trump ,@Autrice,"He gave #Trump  $7million in 2016 & plans to give more this time around. Since #Lowes is cutting discounts to Veterans & making other cuts,I think I will support HD#HomeDepot billionaire #BernieMarcus decided how to donate his fortune - Business Insider",2019-07-07T22:03:03.000Z
Andy Behrman,@electroboyusa,"#HomeDepot founder Bernie Marcus was one of #Trump's largest donors in 2016, giving $7 million to Trump's campaign through outside groups. He plans to financially support the president in the 2020 election #BoycottHomeDepot",2019-07-07T04:44:42.000Z
Christina Stanley,@CSibbio3,Watchung is dedicated to services! Another successful Saturday... #leads #watchung #homedepot #906,2019-07-06T20:43:53.000Z
Susan Li,@SusanLiTV,"#homedepot founder Bernie Marcus @foxbusiness says @SenSanders is the ""enemy of every entrepreneur that's ever going to be born in this country & born in the past"" $hd founder Ken Langone predicts ""good shot we'll have a severe economic downturn"" if Sanders & the like elected",2019-06-24T16:54:28.000Z
Susan Li,@SusanLiTV,Looking forward to a SPECIAL exclusive with #homedepot @HomeDepot founders Ken Langone & Bernard Marcus with @TeamCavuto on @FoxBusiness at 1215pmET! 40 yrs for $hd Both now giving back with Langone paying the tuition for @nyuniversity #Medical doctors! R u listening @SenSanders,2019-06-24T16:08:44.000Z
Jack Furnari,@JackBPR,"Dear Fascist, the people who shop at #HomeDepot are the people who elected Trump. Just like Chick-fil-A, Home Depot's sales will probably rise.  ",2019-07-08T23:09:54.000Z
John Burnett,@IamJohnBurnett,"FLASHBACK: #HomeDepot giving $1,000 bonuses to U.S. workers after #Trump tax cut. But #Liberals calling for a #HomeDepotBoycott that may hurt sales and lead to layoffs. #Progressives Economics at Work https://usat.ly/2FdFcOs via @usatoday",2019-07-08T22:50:27.000Z
COhummingbird,@COHummingbird,Remind me to never step foot into a #HomeDepot again. #BoycottHomeDepot #Trending,2019-07-08T20:43:34.000Z
Autrice4Trump ,@Autrice,"He gave #Trump  $7million in 2016 & plans to give more this time around. Since #Lowes is cutting discounts to Veterans & making other cuts,I think I will support HD#HomeDepot billionaire #BernieMarcus decided how to donate his fortune - Business Insider",2019-07-07T22:03:03.000Z
Andy Behrman,@electroboyusa,"#HomeDepot founder Bernie Marcus was one of #Trump's largest donors in 2016, giving $7 million to Trump's campaign through outside groups. He plans to financially support the president in the 2020 election #BoycottHomeDepot",2019-07-07T04:44:42.000Z
Christina Stanley,@CSibbio3,Watchung is dedicated to services! Another successful Saturday... #leads #watchung #homedepot #906,2019-07-06T20:43:53.000Z
Susan Li,@SusanLiTV,"#homedepot founder Bernie Marcus @foxbusiness says @SenSanders is the ""enemy of every entrepreneur that's ever going to be born in this country & born in the past"" $hd founder Ken Langone predicts ""good shot we'll have a severe economic downturn"" if Sanders & the like elected",2019-06-24T16:54:28.000Z
Susan Li,@SusanLiTV,Looking forward to a SPECIAL exclusive with #homedepot @HomeDepot founders Ken Langone & Bernard Marcus with @TeamCavuto on @FoxBusiness at 1215pmET! 40 yrs for $hd Both now giving back with Langone paying the tuition for @nyuniversity #Medical doctors! R u listening @SenSanders,2019-06-24T16:08:44.000Z
Christina Stanley,@CSibbio3,Watchung is dedicated to services! Another successful Saturday... #leads #watchung #homedepot #906,2019-07-06T20:43:53.000Z
"<div aria-label=""🌹"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/1f339.svg"");'></div><img alt=""🌹"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/1f339.svg""/></div>",@MaryJanePiwa,If you have Facebook please help us with a like on the Ds-connex Page #Fathersday #contest. #WINNER gets $250 towards Step Up for #DownSyndrome walk in November. #homeDepot.#dsconnect #vote #Sunflowers #downrightperfect #daddysgirl #RetweeetPlease #trueblue #dallascowboys,2019-06-12T05:24:10.000Z
Nancy Levine ,@nancylevine,Hey @HomeDepot Why are you advertising on Hannity's site? Why is HOME DEPOT funding racist disinformation? I won't give one red cent to fund Trump Fox News racist hatred. @Lowes has my business. $HD shareholders should hold HD accountable. #BoycottHomeDepot #FoxNews #HomeDepot,2019-06-07T15:50:54.000Z
Chris Coltran,@chriscoltran,Incredible last day of Texas Gulf region sales training tour in Houston.  @LegalleyF @MervinTHD @GeorgeneBoone4 @DavCow @LarissaGreenTHD @superdave427 @gardendivacgood @MattBare_HD #takeyourshare23 #HomeDepot @thadorgan @cooperinstalls @bjp84 #grandmotherphilosophy ,2019-06-07T02:37:36.000Z
Michelle Henry,@Michelle_Met165,"Prt.1 What an awesome day, I can't believe a simple girl like me from the Philippines who's very shy and have my own insecurity when it comes to speaking out in public (because of my English accent) have the opportunity to be part of this wonderful company. Thank you #HomeDepot",2019-06-07T01:54:42.000Z
Katie Harris,@KatieHarris811,Be still my hippy heart!  New digital signs in the Appliance showroom means no more printing paper signs.  Thank you @HomeDepot for always striving to be more green!  I am so proud to be a part of this company. #GoGreen #HomeDepot #Associate #Boerne #OurStoreOneStore,2019-06-07T01:12:53.000Z
1251Peter Home Depot,@PeterSM1251,#1251  d27/28 Julie and 20 years with #HOMEDEPOT  excellent job and thank you @MASM1251THD @Shane_Price2 @daryl_hagen @infocuscap,2019-06-01T21:11:03.000Z
Mike,@MikeFromTHD,I got the chance to save a #BAY in my department today! Had to do some OH organization. #ORANGEPROMISE #HOMEDEPOT #SFLOHORG #D27 ,2019-06-01T00:56:11.000Z
