username,handle,tweet_text,time
Greg H. Sims,@GregHSims,"Although @Delta can't take credit for the view, they can take a bow for the best #flightcrews of any domestic #airline. Partnering with @VirginAtlantic was a brilliant move.  #deltaairlines",2019-11-18T05:19:53.000Z
TCrookAirways,@tcrookairways,#DeltaAirlines coming into PHX on #A321.  #avgeek #planespotting,2019-11-15T21:16:41.000Z
AIRLINE VIDEOS,@airlinevideos,[4K VIDEO] SUPER SMOOTH LANDING - #DELTAAIRLINES #BOEING777 #LAX ARRIVAL -  YOUTUBE LINK  https://youtu.be/ZRjGXAqGwRg  via @YouTube @Delta @flyLAXairport @BoeingAirplanes #planespotting #avgeek #aviation #airplanes #planes #b777,2019-11-15T00:56:52.000Z
Brandon Fried,@AfAExecDirector,#Airforwarders #chaiperson Michelle Halkerston talks about the freight transport industry at #FWLIVE in #Chicago. Lots of valuable freight moving on those flights! #southwest #AmericanAirlines #UnitedAirlines #DeltaAirlines,2019-11-12T19:25:38.000Z
Zavier,@SpottingTravels,,2019-11-10T22:46:10.000Z
AIRLINE VIDEOS,@airlinevideos,"@Delta #Boeing777-232(ER) Reg: N862DA flight DL119 from #Paris (CDG) lands on runway 24R at @flyLAXairport on September 29th, 2019. #deltaairlines #planespotting #avgeek #aviation #aviationdaily #airplanes #planes #airliners #b777",2019-11-07T18:07:36.000Z
Manc AvGeek,@mancavgeek,"Photo of the Day 2019-11-05.N815DE, Mcdonnell Douglas MD11, Delta Air Lines, at Manchester Airport, some time after February 1998.#avgeek #plamnespotting #potd #manchesterAirport #man #egcc #l13 #mcDonnellDouglas #md11 #deltaAirLines",2019-11-05T10:37:56.000Z
Manc AvGeek,@mancavgeek,"Photo of the Day 2019-11-05.N815DE, Mcdonnell Douglas MD11, Delta Air Lines, at Manchester Airport, some time after February 1998.#avgeek #plamnespotting #potd #manchesterAirport #man #egcc #l13 #mcDonnellDouglas #md11 #deltaAirLines",2019-11-05T10:37:56.000Z
Kate Manne,@kate_manne,"And, not that it *should* make any difference, but I'm seated in first class. #deltaairlines",2019-09-24T22:46:07.000Z
GeminiJets,@GeminiJets,"JUST LANDED! @GeminiJets 1:200-scale @Delta @Airbus A310-300 N818PA, item G2DAL860, Sep. 2019. Buy it now! See the list of GeminiJets retailers at http://geminijets.com/retailers  #GeminiJets #Gemini200 #DeltaAirLines #Delta #Airbus #A310 #A310300 #widget @dlflightmuseum",2019-09-24T16:19:32.000Z
Barbara Ann Glover,@barbaraaglover1,Huge shoutout  & congratulations to @jamalhbryant and the @newbirthmbc for partnering with  #jetblue #deltaairlines in assisting he homeless from the hurricane with food and college enrollments including room and board,2019-09-24T12:23:26.000Z
WLS-AM 890,@wlsam890,"We are covering the #DeltaAirlines flight falling 30,000 feet and so much more with @LaurenBCohn  and @Rob_Stein_Astor Tune in! #Whistleblower #NetflixTax #itasca #Chicagohenge",2019-09-19T22:02:36.000Z
Aaron Tuttle,@AaronTuttleOK,"This #heightdiscrimination must stop by the #airlines. 5'10""(me) or taller must pay extra to simply sit down into a seat you paid for? This was my #DeltaAirlines flight seat 10A without the seat in front reclined. @Delta stop this bs. #congress do something.",2019-09-19T20:21:40.000Z
Swinging Downunder,@SwingDownUnder,"$100 says that @Delta don’t allow explicit marked ‘health & sexuality’ podcasts to the list “Hello, this is your captain speaking, if you turn your attention to the safety video we will now talk about non-monogamy” #podcast #deltaairlines #delta",2019-09-07T02:25:40.000Z
Josh Mathews,@realjoshmathews,Vegas bound! #wrestling #vegas #impactontwitch #impactwrestling #delta #deltaairlines #snapchat #snapchatfun #bandits https://instagram.com/p/B1_XDGTJuea/?igshid=18lf7bxur5pze…,2019-09-04T12:53:48.000Z
Prof Jackie Carter,@JackieCarter,Just going to leave this female pilot’s photo here. Shared with permission. Snapped in Atlanta airport #role #model #deltaairlines #ThisGirlCan,2019-08-31T20:41:54.000Z
Kate Manne,@kate_manne,"And, not that it *should* make any difference, but I'm seated in first class. #deltaairlines",2019-09-24T22:46:07.000Z
GeminiJets,@GeminiJets,"JUST LANDED! @GeminiJets 1:200-scale @Delta @Airbus A310-300 N818PA, item G2DAL860, Sep. 2019. Buy it now! See the list of GeminiJets retailers at http://geminijets.com/retailers  #GeminiJets #Gemini200 #DeltaAirLines #Delta #Airbus #A310 #A310300 #widget @dlflightmuseum",2019-09-24T16:19:32.000Z
Barbara Ann Glover,@barbaraaglover1,Huge shoutout  & congratulations to @jamalhbryant and the @newbirthmbc for partnering with  #jetblue #deltaairlines in assisting he homeless from the hurricane with food and college enrollments including room and board,2019-09-24T12:23:26.000Z
WLS-AM 890,@wlsam890,"We are covering the #DeltaAirlines flight falling 30,000 feet and so much more with @LaurenBCohn  and @Rob_Stein_Astor Tune in! #Whistleblower #NetflixTax #itasca #Chicagohenge",2019-09-19T22:02:36.000Z
Aaron Tuttle,@AaronTuttleOK,"This #heightdiscrimination must stop by the #airlines. 5'10""(me) or taller must pay extra to simply sit down into a seat you paid for? This was my #DeltaAirlines flight seat 10A without the seat in front reclined. @Delta stop this bs. #congress do something.",2019-09-19T20:21:40.000Z
Swinging Downunder,@SwingDownUnder,"$100 says that @Delta don’t allow explicit marked ‘health & sexuality’ podcasts to the list “Hello, this is your captain speaking, if you turn your attention to the safety video we will now talk about non-monogamy” #podcast #deltaairlines #delta",2019-09-07T02:25:40.000Z
Josh Mathews,@realjoshmathews,Vegas bound! #wrestling #vegas #impactontwitch #impactwrestling #delta #deltaairlines #snapchat #snapchatfun #bandits https://instagram.com/p/B1_XDGTJuea/?igshid=18lf7bxur5pze…,2019-09-04T12:53:48.000Z
Prof Jackie Carter,@JackieCarter,Just going to leave this female pilot’s photo here. Shared with permission. Snapped in Atlanta airport #role #model #deltaairlines #ThisGirlCan,2019-08-31T20:41:54.000Z
GeminiJets,@GeminiJets,"JUST LANDED! @GeminiJets 1:200-scale @Delta @Airbus A310-300 N818PA, item G2DAL860, Sep. 2019. Buy it now! See the list of GeminiJets retailers at http://geminijets.com/retailers  #GeminiJets #Gemini200 #DeltaAirLines #Delta #Airbus #A310 #A310300 #widget @dlflightmuseum",2019-09-24T16:19:32.000Z
Prof Jackie Carter,@JackieCarter,Just going to leave this female pilot’s photo here. Shared with permission. Snapped in Atlanta airport #role #model #deltaairlines #ThisGirlCan,2019-08-31T20:41:54.000Z
Dominic Carter,@DominicTV,"So, due to weather #Deltaairlines was forced to cancel our flight to Fort Lauderdale and my son and I are going to miss tonight’s #Dolphins game. So We drove up to Boston, and family flys to Fort Lauderdale tomorrow #workhardplayhard",2019-08-08T20:08:59.000Z
David Malebranche,@DMalebranche,"Dear @Delta - I recently achieved 1 million miles status. That's a lot of flights, money, and loyalty for a lifetime. My reward is to choose one ""gift"" among travel bags and jewelry options that sell at retail for $130 each. Really? I'm loyal, but do better. #DeltaAirlines",2019-08-06T18:15:59.000Z
Kirk Purcell,@Capt_JT_Kirk,Great partnership that will drive value creation through near real-time insights.#deltaairlines #freightwaves #sonar,2019-08-06T16:35:05.000Z
Mark Traphagen,@marktraphagen,"Not first class, but I'll take it #emptyseats #cabindoorsclosed #crosscheck #allcall #deltaairlines #twitter",2019-08-06T14:02:45.000Z
Noel Philips,@inflightvideo,A view across the #USA onboard a @delta #Boeing757 as we fly from #minneapolis to #sanfrancisco #travel #aviation #avgeek #instaaviation #instagramaviation #boeing #deltaairlines #windowview,2019-07-30T16:08:28.000Z
Beaux Wellborn,@beaux_wellborn,"Hey @EndeavorAir + @Delta, just thought you should know you have a World Class employee named Shauna Alston. Her heart of service with a smile is exactly what I needed on this day. Please let her know I say thank you. #DeltaAirlines #worldclass #flightattendant",2019-07-21T15:12:00.000Z
Mark Daniel,@lol4MarkDaniel,My estimated hold time on the phone with @Delta is 18 hours and 48 minutes plus I’ve been asked to participate in a one question survey after my call. The app & website both direct me to call #DeltaAirlines,2019-07-20T12:13:22.000Z
Bob Beck,@bob_beck,Dear Delta.  This is a Red Eye.  I know your plane has wifi.  An actinic blue light over every seat is annoying when it can’t be turned off.  Please fire everyone who thought it was a good idea to put this in your airplanes and put some duct tape over these.  #DeltaAirlines,2019-07-19T06:46:36.000Z
Dominic Carter,@DominicTV,"So, due to weather #Deltaairlines was forced to cancel our flight to Fort Lauderdale and my son and I are going to miss tonight’s #Dolphins game. So We drove up to Boston, and family flys to Fort Lauderdale tomorrow #workhardplayhard",2019-08-08T20:08:59.000Z
David Malebranche,@DMalebranche,"Dear @Delta - I recently achieved 1 million miles status. That's a lot of flights, money, and loyalty for a lifetime. My reward is to choose one ""gift"" among travel bags and jewelry options that sell at retail for $130 each. Really? I'm loyal, but do better. #DeltaAirlines",2019-08-06T18:15:59.000Z
Kirk Purcell,@Capt_JT_Kirk,Great partnership that will drive value creation through near real-time insights.#deltaairlines #freightwaves #sonar,2019-08-06T16:35:05.000Z
Mark Traphagen,@marktraphagen,"Not first class, but I'll take it #emptyseats #cabindoorsclosed #crosscheck #allcall #deltaairlines #twitter",2019-08-06T14:02:45.000Z
Noel Philips,@inflightvideo,A view across the #USA onboard a @delta #Boeing757 as we fly from #minneapolis to #sanfrancisco #travel #aviation #avgeek #instaaviation #instagramaviation #boeing #deltaairlines #windowview,2019-07-30T16:08:28.000Z
Beaux Wellborn,@beaux_wellborn,"Hey @EndeavorAir + @Delta, just thought you should know you have a World Class employee named Shauna Alston. Her heart of service with a smile is exactly what I needed on this day. Please let her know I say thank you. #DeltaAirlines #worldclass #flightattendant",2019-07-21T15:12:00.000Z
Mark Daniel,@lol4MarkDaniel,My estimated hold time on the phone with @Delta is 18 hours and 48 minutes plus I’ve been asked to participate in a one question survey after my call. The app & website both direct me to call #DeltaAirlines,2019-07-20T12:13:22.000Z
Beaux Wellborn,@beaux_wellborn,"Hey @EndeavorAir + @Delta, just thought you should know you have a World Class employee named Shauna Alston. Her heart of service with a smile is exactly what I needed on this day. Please let her know I say thank you. #DeltaAirlines #worldclass #flightattendant",2019-07-21T15:12:00.000Z
Bob Beck,@bob_beck,Dear Delta.  This is a Red Eye.  I know your plane has wifi.  An actinic blue light over every seat is annoying when it can’t be turned off.  Please fire everyone who thought it was a good idea to put this in your airplanes and put some duct tape over these.  #DeltaAirlines,2019-07-19T06:46:36.000Z
Dominic Carter,@DominicTV,"So, due to weather #Deltaairlines was forced to cancel our flight to Fort Lauderdale and my son and I are going to miss tonight’s #Dolphins game. So We drove up to Boston, and family flys to Fort Lauderdale tomorrow #workhardplayhard",2019-08-08T20:08:59.000Z
Noel Philips,@inflightvideo,A view across the #USA onboard a @delta #Boeing757 as we fly from #minneapolis to #sanfrancisco #travel #aviation #avgeek #instaaviation #instagramaviation #boeing #deltaairlines #windowview,2019-07-30T16:08:28.000Z
Beaux Wellborn,@beaux_wellborn,"Hey @EndeavorAir + @Delta, just thought you should know you have a World Class employee named Shauna Alston. Her heart of service with a smile is exactly what I needed on this day. Please let her know I say thank you. #DeltaAirlines #worldclass #flightattendant",2019-07-21T15:12:00.000Z
AIRLINE VIDEOS,@airlinevideos,"#DeltaAirLines #Boeing777 flight DL1218 from #Atlanta lands on runway 24R at #LAX on June 22nd, 2019. #Boeing 777-232(ER) Reg: N867DA #planespotting #planespotter #avgeek #aviation #aviationdaily #aviationlovers #airplanes #b777 @Delta @flyLAXairport @BoeingAirplanes",2019-06-30T12:55:32.000Z
AIRLINE VIDEOS,@airlinevideos,[4K VIDEO] #DELTAAIRLINES #BOEING 757-251 #LAX ARRIVAL  YOUTUBE LINK  https://youtu.be/dsTEznZJThk  via @YouTube #planespotting #planespotter #avgeek #aviation #aviationdaily #aviationphotography #airplane #airplanes #airline @Delta @BoeingAirplanes @flyLAXairport,2019-06-25T20:45:27.000Z
Jon Ostrower,@jonostrower,Flying bandit. #aviation #avgeek #deltaairlines #airbusa350 @ Tom Bradley International Terminal - Los Angeles International Airport https://instagram.com/p/BytCezMB8KU/?igshid=eiybvvfvndgh…,2019-06-14T20:33:31.000Z
GeminiJets,@GeminiJets,"JUST LANDED! @GeminiJets 1:200-scale @Delta @Airbus A220-100 N102DU, item G2DAL808. See a list of global retailers at http://geminijets.com  #GeminiJets #Gemini200 #DeltaAirLines #Delta #Airbus #A220 #Bombardier #CS100 #CSeries",2019-06-12T23:23:13.000Z
Maggie Maga,@MAGAMaggieMay,#DeltaAirlines saves the day! Let’s spread the word. This is the #America we love. #wednesdaythoughts .@POTUS,2019-06-12T17:08:51.000Z
Susan Wise Bauer,@SusanWiseBauer,"Sheesh, people talk loudly on their phones in airport lounges. I mean, stump-speech-at-Hyde-Corner, evangelizing-in-Times-Square, summoning-the-steers-in-from-distant-pastures, giving-instructions-to-teenage-boys loud. LOUD. #DeltaAirlines #joyoftravel",2019-06-10T18:45:28.000Z
jrhodes,@jrhodes,Stuck at DTW because the navigation satellite is down and Delta flights are grounded. I hear it’s nationwide. #DeltaAirlines,2019-06-09T02:03:02.000Z
Chris Guillebeau,@chrisguillebeau,"Passenger: “I’ll have a turkey sandwich.” Flight attendant: “We don’t have sandwiches on this flight.” “Oh, what kind of sandwiches do you have”? FA: {repeats herself}“OK I’ll have a cheese sandwich.” FA: “I’ll be right back.” {Walks off, never returns} #DeltaAirlines",2019-06-05T17:25:50.000Z
AIRLINE VIDEOS,@airlinevideos,"#DeltaAirLines #Boeing777 flight DL1218 from #Atlanta lands on runway 24R at #LAX on June 22nd, 2019. #Boeing 777-232(ER) Reg: N867DA #planespotting #planespotter #avgeek #aviation #aviationdaily #aviationlovers #airplanes #b777 @Delta @flyLAXairport @BoeingAirplanes",2019-06-30T12:55:32.000Z
Maggie Maga,@MAGAMaggieMay,#DeltaAirlines saves the day! Let’s spread the word. This is the #America we love. #wednesdaythoughts .@POTUS,2019-06-12T17:08:51.000Z
Susan Wise Bauer,@SusanWiseBauer,"Sheesh, people talk loudly on their phones in airport lounges. I mean, stump-speech-at-Hyde-Corner, evangelizing-in-Times-Square, summoning-the-steers-in-from-distant-pastures, giving-instructions-to-teenage-boys loud. LOUD. #DeltaAirlines #joyoftravel",2019-06-10T18:45:28.000Z
jrhodes,@jrhodes,Stuck at DTW because the navigation satellite is down and Delta flights are grounded. I hear it’s nationwide. #DeltaAirlines,2019-06-09T02:03:02.000Z
Chris Guillebeau,@chrisguillebeau,"Passenger: “I’ll have a turkey sandwich.” Flight attendant: “We don’t have sandwiches on this flight.” “Oh, what kind of sandwiches do you have”? FA: {repeats herself}“OK I’ll have a cheese sandwich.” FA: “I’ll be right back.” {Walks off, never returns} #DeltaAirlines",2019-06-05T17:25:50.000Z
AIRLINE VIDEOS,@airlinevideos,[4K VIDEO] #DELTAAIRLINES #BOEING 757-251 #LAX ARRIVAL  YOUTUBE LINK  https://youtu.be/dsTEznZJThk  via @YouTube #planespotting #planespotter #avgeek #aviation #aviationdaily #aviationphotography #airplane #airplanes #airline @Delta @BoeingAirplanes @flyLAXairport,2019-06-25T20:45:27.000Z
GeminiJets,@GeminiJets,"JUST LANDED! @GeminiJets 1:200-scale @Delta @Airbus A220-100 N102DU, item G2DAL808. See a list of global retailers at http://geminijets.com  #GeminiJets #Gemini200 #DeltaAirLines #Delta #Airbus #A220 #Bombardier #CS100 #CSeries",2019-06-12T23:23:13.000Z
Uncle Sam's Children,@UncleSamsNation,I guess @realDonaldTrump isn’t her President #DeltaAirlines #CabinFever,2019-06-04T12:38:26.000Z
Manc AvGeek,@mancavgeek,"Bonus Photo of the Day 2019-04-26.N8891Z, Boeing 727-225, Delta Air Lines, at Frankfurt Airport, either 1993 or 1996.#avgeek #aviation #planespotting #potd #frankfurt #fra #eddf #boeing #b727 #deltaAirLines",2019-04-26T22:14:45.000Z
Seán Noel O'Connell,@Shamrock715_,Delta 1892 (N996DL - MD88) of @Delta taxiing out for 06L departure @TorontoPearson to Atlanta 22-04-2019#deltaairlines #mcdonnelldouglas #md88 #maddog #torontopearson #aviation #avgeek,2019-04-24T06:29:13.000Z
UnitedFlyerHD,@UnitedFlyerHD,Delta B767-300ER (N1200K) taxis to the gate after arriving at ATL#avgeek #boeing #boeing767 #deltaairlines,2019-04-20T04:14:39.000Z
UnitedFlyerHD,@UnitedFlyerHD,Delta A350-900 (N502DN) just before landing on ATL 08L at dusk#avgeek #DeltaAirlines #Airbus #airbus350 #a350xwb,2019-04-18T02:00:38.000Z
Alden Cartwright,@ACartwright32,"Once we landed in Indiana, this was the ceremony of #Marines taking the body of found World War II fallen soldier, 18 year old Private Fred Freet. What a beautiful thing to watch. Thank you for your service and sacrifice, Private Fred Freet. #WorldWarII #DeltaAirlines",2019-04-16T16:49:26.000Z
Pol Bacquet,@pbsolar,#aviationphotography : A #Delta Airlines #Boeing 767-300 touching down in #Paris #CDG at sunrise - #Deltaairlines #avgeek #avgeeks #skyteam @hydra_66 @AvgeeksFR,2019-04-15T07:03:30.000Z
shay ,@kawaiismama,taking my salty ass to bed now. gn assholes  happy b'day to this crazy girl #deltaairlines,2019-04-13T06:34:08.000Z
UnitedFlyerHD,@UnitedFlyerHD,Delta B717 (N986AT) follows a company A330-300 (N806NW) to depart ATL 09L#avgeek #deltaairlines #boeing717 #md95 #airbus #airbus330,2019-04-11T03:15:03.000Z
Manc AvGeek,@mancavgeek,"Bonus Photo of the Day 2019-04-26.N8891Z, Boeing 727-225, Delta Air Lines, at Frankfurt Airport, either 1993 or 1996.#avgeek #aviation #planespotting #potd #frankfurt #fra #eddf #boeing #b727 #deltaAirLines",2019-04-26T22:14:45.000Z
Seán Noel O'Connell,@Shamrock715_,Delta 1892 (N996DL - MD88) of @Delta taxiing out for 06L departure @TorontoPearson to Atlanta 22-04-2019#deltaairlines #mcdonnelldouglas #md88 #maddog #torontopearson #aviation #avgeek,2019-04-24T06:29:13.000Z
UnitedFlyerHD,@UnitedFlyerHD,Delta B767-300ER (N1200K) taxis to the gate after arriving at ATL#avgeek #boeing #boeing767 #deltaairlines,2019-04-20T04:14:39.000Z
UnitedFlyerHD,@UnitedFlyerHD,Delta A350-900 (N502DN) just before landing on ATL 08L at dusk#avgeek #DeltaAirlines #Airbus #airbus350 #a350xwb,2019-04-18T02:00:38.000Z
Alden Cartwright,@ACartwright32,"Once we landed in Indiana, this was the ceremony of #Marines taking the body of found World War II fallen soldier, 18 year old Private Fred Freet. What a beautiful thing to watch. Thank you for your service and sacrifice, Private Fred Freet. #WorldWarII #DeltaAirlines",2019-04-16T16:49:26.000Z
Pol Bacquet,@pbsolar,#aviationphotography : A #Delta Airlines #Boeing 767-300 touching down in #Paris #CDG at sunrise - #Deltaairlines #avgeek #avgeeks #skyteam @hydra_66 @AvgeeksFR,2019-04-15T07:03:30.000Z
shay ,@kawaiismama,taking my salty ass to bed now. gn assholes  happy b'day to this crazy girl #deltaairlines,2019-04-13T06:34:08.000Z
UnitedFlyerHD,@UnitedFlyerHD,Delta B717 (N986AT) follows a company A330-300 (N806NW) to depart ATL 09L#avgeek #deltaairlines #boeing717 #md95 #airbus #airbus330,2019-04-11T03:15:03.000Z
UnitedFlyerHD,@UnitedFlyerHD,Delta B767-300ER (N1200K) taxis to the gate after arriving at ATL#avgeek #boeing #boeing767 #deltaairlines,2019-04-20T04:14:39.000Z
Pol Bacquet,@pbsolar,#aviationphotography : A #Delta Airlines #Boeing 767-300 touching down in #Paris #CDG at sunrise - #Deltaairlines #avgeek #avgeeks #skyteam @hydra_66 @AvgeeksFR,2019-04-15T07:03:30.000Z
UnitedFlyerHD,@UnitedFlyerHD,Delta B717 (N986AT) follows a company A330-300 (N806NW) to depart ATL 09L#avgeek #deltaairlines #boeing717 #md95 #airbus #airbus330,2019-04-11T03:15:03.000Z
shay ,@kawaiismama,taking my salty ass to bed now. gn assholes  happy b'day to this crazy girl #deltaairlines,2019-04-13T06:34:08.000Z
Birrlad ,@birrlad,About to land @DublinAirport in cracking morning sunlight @Delta Airlines @BoeingAirplanes B764 N845MH in @BCRFcure livery. #avgeek #aviationphotography #deltaairlines #boeing #b767 #dublinairport #bcrf #irishweather,2019-02-20T18:22:45.000Z
Robbie,@robbieflygirl59,Employee of Delta here and I’m so proud of my company. #ParklandStrong #Deltastrong #DeltaAirlines,2019-02-17T14:22:24.000Z
Aaron Blevins,@DougTaupe,#DeltaAirlines 50+ people marooned in Atlanta due to mechanical issue; Promised hotel vouchers denied. Lying to customers. You're the WORST!,2019-02-16T06:05:57.000Z
Craig Morgan,@cmorganmusic,Flying Frontier Airlines not bad but man #imissdelta #Iwantdeltaairlinesback #deltaairlines https://instagram.com/p/BtPA8gIHnaq/?utm_source=ig_twitter_share&igshid=wxw355lmxvt5…,2019-01-29T22:05:55.000Z
Oghenekaro  Itene,@oghenekaroitene,"Inflight catching up on one of my Favorite shows @QueenSugarOWN by @ava , Enroute  Los Angeles #QueenSugar #AvaDuvernay #DeltaAirlines #Inflight #InflightEntertainment",2019-01-28T01:03:49.000Z
Heather Bowman,@Hbowman1H,#DeltaAirlines asked a handicapped man to leave Thier plane solely because his registered service dog was a #PITThey have since issued a ban on all PITBULL type dogs from there Airlines ,2019-01-23T07:50:06.000Z
GeminiJets,@GeminiJets,"NEW ARRIVAL! @GeminiJets 1:400-scale @Delta McDonnell Douglas MD-90 N904DA, item GJDAL1798, Dec. 2018. See a list of global retailers at http://geminijets.com  #GeminiJets #DeltaAirLines #Delta #McDonnellDouglas #MD90 #DouglasAircraft #DC990",2019-01-22T00:41:00.000Z
Evette Avery,@AveryEvette,Attention! This is my story! Please listen & share!#DeltaProud #MLK #DeltaAirLines #MLK90 #MLKDay2019 #BerniceKing#DiamondMedallion #PlatinumMedallion#EndTheShutdown #RolandMartinUnfiltered#AJC #CNN https://facebook.com/1668791386508960/posts/2034608929927202/…,2019-01-21T15:24:33.000Z
Birrlad ,@birrlad,About to land @DublinAirport in cracking morning sunlight @Delta Airlines @BoeingAirplanes B764 N845MH in @BCRFcure livery. #avgeek #aviationphotography #deltaairlines #boeing #b767 #dublinairport #bcrf #irishweather,2019-02-20T18:22:45.000Z
Robbie,@robbieflygirl59,Employee of Delta here and I’m so proud of my company. #ParklandStrong #Deltastrong #DeltaAirlines,2019-02-17T14:22:24.000Z
Craig Morgan,@cmorganmusic,Flying Frontier Airlines not bad but man #imissdelta #Iwantdeltaairlinesback #deltaairlines https://instagram.com/p/BtPA8gIHnaq/?utm_source=ig_twitter_share&igshid=wxw355lmxvt5…,2019-01-29T22:05:55.000Z
Oghenekaro  Itene,@oghenekaroitene,"Inflight catching up on one of my Favorite shows @QueenSugarOWN by @ava , Enroute  Los Angeles #QueenSugar #AvaDuvernay #DeltaAirlines #Inflight #InflightEntertainment",2019-01-28T01:03:49.000Z
Heather Bowman,@Hbowman1H,#DeltaAirlines asked a handicapped man to leave Thier plane solely because his registered service dog was a #PITThey have since issued a ban on all PITBULL type dogs from there Airlines ,2019-01-23T07:50:06.000Z
Evette Avery,@AveryEvette,Attention! This is my story! Please listen & share!#DeltaProud #MLK #DeltaAirLines #MLK90 #MLKDay2019 #BerniceKing#DiamondMedallion #PlatinumMedallion#EndTheShutdown #RolandMartinUnfiltered#AJC #CNN https://facebook.com/1668791386508960/posts/2034608929927202/…,2019-01-21T15:24:33.000Z
Birrlad ,@birrlad,About to land @DublinAirport in cracking morning sunlight @Delta Airlines @BoeingAirplanes B764 N845MH in @BCRFcure livery. #avgeek #aviationphotography #deltaairlines #boeing #b767 #dublinairport #bcrf #irishweather,2019-02-20T18:22:45.000Z
Aaron Blevins,@DougTaupe,#DeltaAirlines 50+ people marooned in Atlanta due to mechanical issue; Promised hotel vouchers denied. Lying to customers. You're the WORST!,2019-02-16T06:05:57.000Z
GeminiJets,@GeminiJets,"NEW ARRIVAL! @GeminiJets 1:400-scale @Delta McDonnell Douglas MD-90 N904DA, item GJDAL1798, Dec. 2018. See a list of global retailers at http://geminijets.com  #GeminiJets #DeltaAirLines #Delta #McDonnellDouglas #MD90 #DouglasAircraft #DC990",2019-01-22T00:41:00.000Z
GeminiJets,@GeminiJets,"NEW ARRIVAL! @GeminiJets 1:400-scale @Delta McDonnell Douglas MD-90 N904DA, item GJDAL1798, Dec. 2018. See a list of global retailers at http://geminijets.com  #GeminiJets #DeltaAirLines #Delta #McDonnellDouglas #MD90 #DouglasAircraft #DC990",2019-01-22T00:41:00.000Z
Jennifer Warawa,@jenniferwarawa,"Tonight my relationship with @Delta reaches new heights as I earn my Million Miler status flying over the Atlantic en route to #London. Thanks for taking such good care of me all these years, #DeltaAirlines! #SkyMilesLife #DeltaMedallionLife",2019-01-12T19:13:52.000Z
GeminiJets,@GeminiJets,"A330 THURSDAY! @GeminiJets 1:400-scale @Delta @Airbus A330-300 N823NW, item GJDAL1729. See a list of global retailers at http://geminijets.com  #GeminiJets #Gemini200 #DeltaAirLines #Delta #Airbus #A330300 #A330",2019-01-10T17:41:01.000Z
UnitedFlyerHD,@UnitedFlyerHD,"Delta Mad Dogs taxiing at ATL. I can guess the variants (MD-88 & MD-90), but not sure. #avgeek #mcdonnelldouglas #maddogmonday #deltaairlines",2019-01-08T00:32:12.000Z
Philippe de Bard,@Phdb2009,#Deltaairlines #UnitedAirlines #JetBlue pilots warn of flying dangers during #US #shutdown . Urge #POTUS #Trump to end it,2019-01-05T14:29:45.000Z
Shelley Burgess,@burgess_shelley,Thank you @Delta for doing everything in your power to get @burgessdave  home to us tonight! You once again have exceeded our expectations and provided us with exceptional service. This is the reason you are our “go to” airline. #gratitude #tlap #LeadLAP #deltaairlines,2019-01-04T04:05:55.000Z
Sonmoni Borah IAS,@sonmonib5,"The sun-kissed Delta Aeroplane , probably scheduled for #Cancun, at the #Orlando International Airport this morning! Amazing hues of the beautiful #sunrise ! @Delta #DeltaAirlines #OrlandoInternationalAirport #Florida #Travel",2018-12-27T13:29:02.000Z
John Nicholson the actor,@JohnNicholson71,"I’m really tired, been gone from home almost 10 days.I’ll be Home for 11 days, then off to NYC and back to Knoxville......#murderchoseme #deltaairlines #nyc #losangeles #atlanta… https://instagram.com/p/BrctKhHBrZU/?utm_source=ig_twitter_share&igshid=wo7mkoe9x3ay…",2018-12-16T12:39:47.000Z
"Dr. Candace ""Candie"" Olusola",@Candie4JC,"Hope to hear from you soon. Until then, God bless, @Delta.#DeltaAirlines #PeanutAllergy #FoodAllergies #AllergyAwareness #PharmD2B #HighStandards #RaiseAwareness #NoPeanutsOnFlights #PayAttention",2018-12-07T11:41:42.000Z
Jennifer Warawa,@jenniferwarawa,"Tonight my relationship with @Delta reaches new heights as I earn my Million Miler status flying over the Atlantic en route to #London. Thanks for taking such good care of me all these years, #DeltaAirlines! #SkyMilesLife #DeltaMedallionLife",2019-01-12T19:13:52.000Z
Philippe de Bard,@Phdb2009,#Deltaairlines #UnitedAirlines #JetBlue pilots warn of flying dangers during #US #shutdown . Urge #POTUS #Trump to end it,2019-01-05T14:29:45.000Z
Shelley Burgess,@burgess_shelley,Thank you @Delta for doing everything in your power to get @burgessdave  home to us tonight! You once again have exceeded our expectations and provided us with exceptional service. This is the reason you are our “go to” airline. #gratitude #tlap #LeadLAP #deltaairlines,2019-01-04T04:05:55.000Z
Sonmoni Borah IAS,@sonmonib5,"The sun-kissed Delta Aeroplane , probably scheduled for #Cancun, at the #Orlando International Airport this morning! Amazing hues of the beautiful #sunrise ! @Delta #DeltaAirlines #OrlandoInternationalAirport #Florida #Travel",2018-12-27T13:29:02.000Z
John Nicholson the actor,@JohnNicholson71,"I’m really tired, been gone from home almost 10 days.I’ll be Home for 11 days, then off to NYC and back to Knoxville......#murderchoseme #deltaairlines #nyc #losangeles #atlanta… https://instagram.com/p/BrctKhHBrZU/?utm_source=ig_twitter_share&igshid=wo7mkoe9x3ay…",2018-12-16T12:39:47.000Z
