rating,review
bad,"i took this job in kennesaw ga trying to change my truck driving options so i interviewed knowing at the time it would be a 40,000 per year pay cut money isent everything!!! so that hired me from day one i was bullied call fat and was made and trained  to be Dummed  down like the rest of the clowncrew there was one other driver there that was good to me and tryed  to teach me ( he is way overqualified to be there) the manger/ old owner ? who knows who cares if he has money dude all luck because he is way to dumb to grow a company the dispatcher runs the place think about  dispatcher he’s a control freak he only controls people at work i heard he still lives with mommy lol 😂 stay away not everyone is bad but the few that are made it miserable!! i got fired for meeting that only happed half of the time?? best thing that every happped to me now i’m back making 90k a year!"
bad,I worked there for a month when slow was sent home every time.. poor managment if u like your Saturdays dont go here. They use you in this place until you quit
bad,It's okay working here but there is favoritism for surtin employee's they don't care about nothing else but moving product and they write u up for anything
bad,"People need to be warned about this company. Never in my life have I worked for a more unprofessional & heartless company. They don’t train you for entry level jobs but expect you to be an expert after a few days of zero training. I would constantly hear the person training me mock me to the other coworkers without realizing I could hear everything. Management did nothing when I voiced my concerns about not being trained. I’m pretty certain the person “training” me intentionally sabotaged me to fail. Beacon doesn’t care about their employees, the turnover rate is astonishingly high, and it’s very clear why."
bad,"Would not work there, mangners do not communicate with their employees to help them to be better in customer service."
bad,"Every day was stressful and pushed to work faster by the manager and dispatch. In this place i learned that they don't care about the job nor do they care about your wellbeing. They push you to do unsafe work even though each Monday morning we have a safety meeting. Theres not a drop of equality what so ever and manager has select people to which he will give a raise to. But if you like this industry, better go to ABC."
bad,"I would not recommend. Need a new evaluation, place is a zoo. This place need better management. There is no good pros only bad. If you like hard work this for you."
bad,"No matter how desperate you are for a job, or how annoyed you may be at your current job this is not your option."
bad,"The A/P department has an intelligent group of ladies, but the policies and procedures are highly unclear. The managers do not communicate. There is a lot of passive aggressive behaviours and practices."
bad,They will work you till 10pm at night while being there at 5:30 in the morning. Make you load roofs that aren't safe and don't follow osha standards. they dont pay you well.
